vinho_id,nome_base,produtor,safra,corpo_peso,tanino_peso,acidez_peso,docura_peso,alcool_peso,nota_delicado,nota_classico,nota_robusto,nota_audaz,caminho_foto,uvas,regiao,teor_alcoolico
VINI-000708,Marqués de Riscal Tempranillo 2016,Marqués de Riscal,2016,0.63,0.65,0.64,0.06,0.66,2.66,4.55,3.2,2.67,labels/VINI-000708.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000726,Joseph Drouhin Pinot Noir 2012,Joseph Drouhin,2012,0.4,0.27,0.79,0.1,0.62,3.57,3.93,1.68,2.88,labels/VINI-000726.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000733,Santa Rita Carmenere 2019,Santa Rita,2019,0.71,0.53,0.59,0.23,0.76,2.35,4.65,3.1,3.05,labels/VINI-000733.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000758,Antinori Sangiovese 2022,Antinori,2022,0.64,0.56,0.68,0.1,0.74,2.76,4.75,3.0,2.95,labels/VINI-000758.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000795,Pizzato Merlot 2015,Pizzato,2015,0.63,0.57,0.61,0.1,0.75,2.57,4.75,3.0,2.87,labels/VINI-000795.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000814,Louis Latour Chardonnay 2018,Louis Latour,2018,0.5,0.06,0.68,0.11,0.77,3.04,3.65,1.4,3.03,labels/VINI-000814.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000830,M. Chapoutier Syrah 2020,M. Chapoutier,2020,0.84,0.8,0.51,0.06,0.74,1.85,3.65,4.1,2.64,labels/VINI-000830.jpg,['Syrah'],Rhône - França,N/D
VINI-000833,Casa Valduga Chardonnay 2011,Casa Valduga,2011,0.54,0.03,0.77,0.18,0.7,3.23,3.68,1.43,3.12,labels/VINI-000833.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000860,Viña Leyda Sauvignon Blanc 2012,Viña Leyda,2012,0.16,0.03,0.73,0.07,0.62,3.87,2.73,1.0,2.74,labels/VINI-000860.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000868,Luigi Bosca Malbec 2013,Luigi Bosca,2013,0.91,0.78,0.46,0.09,0.82,1.56,3.52,4.22,2.77,labels/VINI-000868.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000916,Casa Valduga Chardonnay 2013,Casa Valduga,2013,0.49,0.07,0.73,0.06,0.74,3.21,3.65,1.4,2.96,labels/VINI-000916.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000963,Miolo Tannat 2013,Miolo,2013,0.88,0.93,0.55,0.18,0.8,1.89,3.23,4.53,3.0,labels/VINI-000963.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000983,Cloudy Bay Sauvignon Blanc 2018,Cloudy Bay,2018,0.17,0.02,0.83,0.06,0.56,4.15,2.73,1.0,2.67,labels/VINI-000983.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000994,Prunotto Nebbiolo 2023,Prunotto,2023,0.56,0.9,0.86,0.03,0.83,3.46,3.9,3.65,3.12,labels/VINI-000994.jpg,['Nebbiolo'],Piemonte - Itália,N/D
VINI-001034,Pizzato Merlot 2017,Pizzato,2017,0.77,0.6,0.53,0.01,0.71,2.05,4.33,3.43,2.53,labels/VINI-001034.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-001058,Luigi Bosca Malbec 2019,Luigi Bosca,2019,0.84,0.8,0.5,0.09,0.78,1.82,3.65,4.1,2.75,labels/VINI-001058.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-001065,"Esporão Aragonez, Trincadeira 2016",Esporão,2016,0.64,0.58,0.62,0.06,0.64,2.58,4.7,3.05,2.6,labels/VINI-001065.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-001599,Pizzato Merlot 2013,Pizzato,2013,0.58,0.63,0.6,0.15,0.64,2.64,4.62,3.02,2.7,labels/VINI-001599.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-002148,Miolo Tannat 2023,Miolo,2023,0.86,0.84,0.47,0.12,0.78,1.69,3.5,4.25,2.75,labels/VINI-002148.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-002383,Cloudy Bay Sauvignon Blanc 2017,Cloudy Bay,2017,0.28,0.13,0.8,0.12,0.59,3.84,3.28,1.03,2.86,labels/VINI-002383.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000271,Dr. Loosen Blue Slate Riesling Kabinett,Weingut Dr. Loosen,2022,0.4,0.05,0.85,0.35,0.45,4.5,4.8,1.5,3.0,labels/VINI-000271.jpg,['Riesling'],Mosel - Alemanha,N/D
VINI-000272,Trimbach Riesling,F.E. Trimbach,2021,0.5,0.05,0.8,0.1,0.6,4.0,4.9,2.0,2.5,labels/VINI-000272.jpg,['Riesling'],Alsace - França,N/D
VINI-000273,Penfolds Bin 51 Eden Valley Riesling,Penfolds,2022,0.45,0.05,0.9,0.1,0.55,4.2,4.5,1.8,3.2,labels/VINI-000273.jpg,['Riesling'],Eden Valley - Austrália,N/D
VINI-000274,Zind-Humbrecht Riesling Turckheim,Domaine Zind-Humbrecht,2020,0.65,0.05,0.75,0.15,0.7,3.8,4.2,3.5,4.0,labels/VINI-000274.jpg,['Riesling'],Alsace - França,N/D
VINI-000275,Rutini Trumpeter Riesling,Bodega Rutini Wines,2023,0.4,0.05,0.7,0.2,0.55,3.8,3.5,1.7,2.8,labels/VINI-000275.jpg,['Riesling'],Mendoza - Argentina,N/D
VINI-000276,Dr. Loosen Wehlener Sonnenuhr Riesling Spätlese,Weingut Dr. Loosen,2022,0.55,0.05,0.88,0.6,0.4,4.5,4.7,2.5,3.5,labels/VINI-000276.jpg,['Riesling'],Mosel - Alemanha,N/D
VINI-000277,Hugel Riesling Classic,Famille Hugel,2021,0.5,0.05,0.78,0.1,0.6,4.0,4.8,2.0,2.5,labels/VINI-000277.jpg,['Riesling'],Alsace - França,N/D
VINI-000278,Hugel Gewürztraminer Classic,Famille Hugel,2021,0.7,0.05,0.4,0.35,0.75,3.0,4.0,3.8,4.5,labels/VINI-000278.jpg,['Gewürztraminer'],Alsace - França,N/D
VINI-000279,Trimbach Gewürztraminer,F.E. Trimbach,2020,0.68,0.05,0.45,0.25,0.78,2.8,4.2,4.0,4.3,labels/VINI-000279.jpg,['Gewürztraminer'],Alsace - França,N/D
VINI-000280,Weinert Gewürztraminer,Bodega Weinert,2022,0.6,0.05,0.48,0.3,0.7,3.2,3.5,3.5,4.0,labels/VINI-000280.jpg,['Gewürztraminer'],Mendoza - Argentina,N/D
VINI-000281,Marqués de Casa Concha Gewürztraminer,Concha y Toro,2023,0.65,0.05,0.4,0.35,0.7,3.0,3.8,3.7,4.2,labels/VINI-000281.jpg,['Gewürztraminer'],Limarí/Casablanca - Chile,N/D
VINI-000282,Crios Torrontés,Susana Balbo Wines,2023,0.5,0.05,0.7,0.1,0.6,4.0,4.0,2.0,4.5,labels/VINI-000282.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000283,Alamos Torrontés,Bodega Catena Zapata,2022,0.48,0.05,0.72,0.1,0.6,4.0,3.8,1.9,4.2,labels/VINI-000283.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000284,Finca Las Nereidas Torrontés,Finca Las Nereidas,2023,0.5,0.05,0.75,0.1,0.62,4.2,4.0,2.0,4.3,labels/VINI-000284.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000285,Colomé Estate Torrontés,Bodega Colomé,2022,0.55,0.05,0.78,0.1,0.65,4.3,4.2,2.2,4.6,labels/VINI-000285.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000286,Ribolla Gialla,Radikon,2018,0.85,0.7,0.7,0.05,0.78,1.5,3.8,4.5,4.2,labels/VINI-000286.jpg,['Ribolla Gialla'],Friuli Venezia Giulia - Itália,N/D
VINI-000287,Ribolla Gialla Anfora,Josko Gravner,2014,0.9,0.8,0.65,0.05,0.8,1.2,4.0,4.8,4.5,labels/VINI-000287.jpg,['Ribolla Gialla'],Friuli Venezia Giulia - Itália,N/D
VINI-000288,Pithos Bianco,COS,2021,0.75,0.6,0.75,0.05,0.75,2.0,3.5,4.0,4.0,labels/VINI-000288.jpg,['Grecanico'],Sicilia - Itália,N/D
VINI-000289,Fontanasanta Nosiola,Elisabetta Foradori,2020,0.8,0.65,0.78,0.05,0.76,1.8,3.7,4.2,4.1,labels/VINI-000289.jpg,['Nosiola'],Trentino - Itália,N/D
VINI-000290,Himmel auf Erden Maischevergoren,Christian Tschida,2021,0.7,0.55,0.8,0.05,0.72,2.2,3.3,4.0,4.5,labels/VINI-000290.jpg,"['Scheurebe', 'Weissburgunder', 'Chardonnay']",Burgenland - Áustria,N/D
VINI-000291,Ribolla Gialla,Movia,2019,0.83,0.68,0.72,0.05,0.77,1.6,3.9,4.4,4.0,labels/VINI-000291.jpg,['Ribolla Gialla'],Goriška Brda - Eslovênia,N/D
VINI-000292,Ribolla Gialla,Dario Prinčič,2018,0.88,0.75,0.68,0.05,0.79,1.3,3.7,4.7,4.3,labels/VINI-000292.jpg,['Ribolla Gialla'],Friuli Venezia Giulia - Itália,N/D
VINI-000293,Munjebel Bianco MC,Frank Cornelissen,2021,0.78,0.62,0.7,0.05,0.76,1.9,3.4,4.1,4.6,labels/VINI-000293.jpg,"['Grecanico', 'Carricante']",Sicilia - Itália,N/D
VINI-000294,VN (Vinyater),Partida Creus,2021,0.72,0.58,0.82,0.05,0.73,2.3,3.2,3.9,4.4,labels/VINI-000294.jpg,['Vinyater'],Catalunha - Espanha,N/D
VINI-000295,Indocilis Malvasia,Podere Pradarolo,2019,0.82,0.67,0.73,0.05,0.77,1.7,3.6,4.3,4.1,labels/VINI-000295.jpg,['Malvasia di Candia Aromatica'],Emilia-Romagna - Itália,N/D
VINI-000296,Theodora,Gut Oggau,2021,0.7,0.5,0.8,0.05,0.72,2.5,3.4,3.8,4.3,labels/VINI-000296.jpg,"['Grüner Veltliner', 'Welschriesling']",Burgenland - Áustria,N/D
VINI-000297,FREILand Orange,Weingut Schmitt,2022,0.75,0.6,0.8,0.05,0.75,2.1,3.5,4.1,4.3,labels/VINI-000297.jpg,"['Pinot Blanc', 'Riesling', 'Sauvignon Blanc']",Rheinhessen - Alemanha,N/D
VINI-000298,Orange Riesling,Weingut Brand,2021,0.73,0.59,0.85,0.05,0.74,2.0,3.6,4.0,4.4,labels/VINI-000298.jpg,['Riesling'],Pfalz - Alemanha,N/D
VINI-000299,Rivesaltes Ambré Cuvée Estrelles,Domaine Ferrer-Ribière,NV,0.9,0.4,0.65,0.85,0.9,1.0,4.5,4.8,3.0,labels/VINI-000299.jpg,"['Grenache Blanc', 'Grenache Gris']",Roussillon - França,N/D
VINI-000300,Marsala Superiore Riserva 'Vigna La Miccia',Marco de Bartoli,1987,0.95,0.5,0.7,0.7,0.95,1.0,4.7,5.0,3.2,labels/VINI-000300.jpg,['Grillo'],Sicilia - Itália,N/D
VINI-000301,Casillero del Diablo Carménère,Concha y Toro,Ano,0.65,0.6,0.5,0.08,0.75,2.0,3.5,3.8,2.5,labels/VINI-000301.jpg,['Carménère'],Valle Central - Chile,N/D
VINI-000302,Santa Rita 120 Carménère,Santa Rita,Ano,0.6,0.55,0.52,0.07,0.73,2.2,3.7,3.5,2.4,labels/VINI-000302.jpg,['Carménère'],Valle Central - Chile,N/D
VINI-000303,Montes Alpha Carménère,Montes,Ano,0.75,0.7,0.55,0.05,0.8,1.8,4.0,4.5,3.0,labels/VINI-000303.jpg,['Carménère'],Valle de Colchagua - Chile,N/D
VINI-000304,Cono Sur Bicicleta Carménère,Cono Sur,Ano,0.62,0.58,0.5,0.08,0.74,2.1,3.6,3.7,2.6,labels/VINI-000304.jpg,['Carménère'],Valle Central - Chile,N/D
VINI-000305,Cousiño Macul Don Luis Carménère,Cousiño Macul,Ano,0.68,0.63,0.53,0.06,0.76,1.9,3.8,4.0,2.8,labels/VINI-000305.jpg,['Carménère'],Valle del Maipo - Chile,N/D
VINI-000306,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,Ano,0.7,0.7,0.55,0.05,0.78,1.5,3.8,4.2,2.8,labels/VINI-000306.jpg,['Cabernet Sauvignon'],Valle Central - Chile,N/D
VINI-000307,Santa Rita 120 Cabernet Sauvignon,Santa Rita,Ano,0.68,0.65,0.57,0.04,0.77,1.6,3.9,4.1,2.7,labels/VINI-000307.jpg,['Cabernet Sauvignon'],Valle Central - Chile,N/D
VINI-000308,Montes Alpha Cabernet Sauvignon,Montes,Ano,0.85,0.8,0.6,0.03,0.85,1.2,4.2,4.8,3.2,labels/VINI-000308.jpg,['Cabernet Sauvignon'],Valle de Colchagua - Chile,N/D
VINI-000309,Viña Tarapacá Gran Reserva Cabernet Sauvignon,Viña Tarapacá,Ano,0.78,0.75,0.58,0.04,0.82,1.4,4.1,4.5,2.9,labels/VINI-000309.jpg,['Cabernet Sauvignon'],Valle del Maipo - Chile,N/D
VINI-000310,Ventisquero Reserva Cabernet Sauvignon,Ventisquero,Ano,0.72,0.71,0.56,0.05,0.79,1.5,3.9,4.3,2.8,labels/VINI-000310.jpg,['Cabernet Sauvignon'],Valle del Maipo - Chile,N/D
VINI-000311,Alamos Malbec,Catena Zapata,Ano,0.75,0.68,0.5,0.1,0.8,2.0,4.0,4.5,3.5,labels/VINI-000311.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000312,Trapiche Pure Malbec,Trapiche,Ano,0.7,0.62,0.52,0.12,0.77,2.3,3.8,4.2,3.6,labels/VINI-000312.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000313,Salentein Portillo Malbec,Bodegas Salentein,Ano,0.68,0.6,0.55,0.1,0.76,2.1,3.9,4.0,3.4,labels/VINI-000313.jpg,['Malbec'],"Valle de Uco, Mendoza - Argentina",N/D
VINI-000314,Terrazas de los Andes Malbec,Terrazas de los Andes,Ano,0.78,0.7,0.53,0.08,0.82,1.9,4.1,4.6,3.6,labels/VINI-000314.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000315,Rutini Trumpeter Malbec,Rutini Wines,Ano,0.72,0.65,0.51,0.09,0.79,2.0,3.9,4.3,3.5,labels/VINI-000315.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000316,Alamos Cabernet Sauvignon,Catena Zapata,Ano,0.78,0.75,0.58,0.04,0.83,1.4,4.0,4.6,3.0,labels/VINI-000316.jpg,['Cabernet Sauvignon'],Mendoza - Argentina,N/D
VINI-000317,Salentein Portillo Cabernet Sauvignon,Bodegas Salentein,Ano,0.7,0.68,0.57,0.05,0.79,1.6,3.8,4.2,2.9,labels/VINI-000317.jpg,['Cabernet Sauvignon'],"Valle de Uco, Mendoza - Argentina",N/D
VINI-000318,Santa Julia Cabernet Sauvignon,Familia Zuccardi,Ano,0.72,0.7,0.59,0.04,0.8,1.5,3.9,4.3,3.0,labels/VINI-000318.jpg,['Cabernet Sauvignon'],Mendoza - Argentina,N/D
VINI-000319,Trivento Reserve Cabernet Sauvignon,Trivento,Ano,0.76,0.73,0.56,0.05,0.81,1.4,4.0,4.4,3.1,labels/VINI-000319.jpg,['Cabernet Sauvignon'],Mendoza - Argentina,N/D
VINI-000320,Finca Las Moras Dada N°3 Cabernet Sauvignon,Finca Las Moras,Ano,0.7,0.67,0.54,0.06,0.78,1.7,3.7,4.1,3.2,labels/VINI-000320.jpg,['Cabernet Sauvignon'],San Juan - Argentina,N/D
VINI-000321,Dr. L Riesling,Dr. Loosen,2022,0.4,0.0,0.85,0.35,0.5,4.5,4.0,2.0,3.5,labels/VINI-000321.jpg,['Riesling'],Mosel - Alemanha,N/D
VINI-000322,Riesling,F.E. Trimbach,2021,0.55,0.0,0.9,0.15,0.65,3.5,4.8,2.5,3.0,labels/VINI-000322.jpg,['Riesling'],Alsace - França,N/D
VINI-000323,Kiedrich Gräfenberg Riesling Trocken GG,Weingut Robert Weil,2020,0.65,0.0,0.95,0.1,0.7,2.0,5.0,3.5,2.8,labels/VINI-000323.jpg,['Riesling'],Rheingau - Alemanha,N/D
VINI-000324,Portrait Riesling,Peter Lehmann Wines,2022,0.5,0.0,0.88,0.18,0.68,3.8,4.2,2.2,3.2,labels/VINI-000324.jpg,['Riesling'],Eden Valley - Austrália,N/D
VINI-000325,Scharzhofberger Riesling Kabinett,Weingut Egon Müller-Scharzhof,2021,0.4,0.0,0.9,0.6,0.45,5.0,4.5,1.8,4.0,labels/VINI-000325.jpg,['Riesling'],Mosel - Alemanha,N/D
VINI-000326,Bin 51 Eden Valley Riesling,Penfolds,2022,0.6,0.0,0.92,0.1,0.7,3.0,4.8,3.0,2.5,labels/VINI-000326.jpg,['Riesling'],Eden Valley - Austrália,N/D
VINI-000327,Classic Gewürztraminer,Hugel & Fils,2021,0.75,0.0,0.5,0.25,0.78,2.0,4.0,4.5,5.0,labels/VINI-000327.jpg,['Gewürztraminer'],Alsace - França,N/D
VINI-000328,Gewürztraminer,Dopff au Moulin,2022,0.7,0.0,0.48,0.3,0.75,2.5,3.5,4.2,4.8,labels/VINI-000328.jpg,['Gewürztraminer'],Alsace - França,N/D
VINI-000329,Gewürztraminer,Elena Walch,2022,0.68,0.0,0.55,0.2,0.76,2.8,4.2,4.0,4.5,labels/VINI-000329.jpg,['Gewürztraminer'],Alto Adige - Itália,N/D
VINI-000330,Gewürztraminer Herrenweg de Turkheim,Domaine Zind-Humbrecht,2019,0.85,0.0,0.5,0.4,0.85,1.5,4.0,5.0,4.8,labels/VINI-000330.jpg,['Gewürztraminer'],Alsace - França,N/D
VINI-000331,Reservado Gewürztraminer,Concha y Toro,2022,0.6,0.0,0.45,0.35,0.7,3.0,3.0,3.8,4.0,labels/VINI-000331.jpg,['Gewürztraminer'],Central Valley - Chile,N/D
VINI-000332,Finca La Linda Torrontés,Luigi Bosca,2023,0.55,0.0,0.8,0.15,0.68,4.0,4.2,2.8,4.5,labels/VINI-000332.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000334,Estate Torrontés,Bodega Colomé,2022,0.65,0.0,0.85,0.1,0.72,3.5,4.8,3.5,4.5,labels/VINI-000334.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000335,Alamos Torrontés,Bodega Catena Zapata,2023,0.5,0.0,0.78,0.18,0.65,4.2,3.8,2.5,4.0,labels/VINI-000335.jpg,['Torrontés'],Salta - Argentina,N/D
VINI-000335,Ribolla Gialla Anfora,Gravner,2014,0.9,0.8,0.7,0.1,0.75,1.5,3.5,4.8,4.5,labels/VINI-000335.jpg,['Ribolla Gialla'],Friuli-Venezia Giulia - Itália,N/D
VINI-000336,Oslavje,Radikon,2013,0.8,0.7,0.8,0.1,0.7,1.8,3.0,4.5,4.2,labels/VINI-000336.jpg,"['Chardonnay', 'Sauvignon Blanc', 'Pinot Grigio']",Friuli-Venezia Giulia - Itália,N/D
VINI-000337,Pithos Bianco,COS,2019,0.7,0.6,0.75,0.1,0.65,2.0,3.2,4.0,3.8,labels/VINI-000337.jpg,"['Grecanico', 'Inzolia', 'Albanello']",Sicília - Itália,N/D
VINI-000338,Fontanasanta Nosiola,Foradori,2020,0.75,0.65,0.8,0.1,0.7,2.2,3.8,4.2,3.5,labels/VINI-000338.jpg,['Nosiola'],Trentino - Itália,N/D
VINI-000339,Munjebel Bianco,Frank Cornelissen,2018,0.85,0.7,0.85,0.1,0.78,1.2,2.5,4.7,4.8,labels/VINI-000339.jpg,"['Grecanico Dorato', 'Carricante', 'Minnella', 'Coda di Volpe']",Sicília - Itália,N/D
VINI-000340,Le Vendangeur Masqué Blanc,Domaine Jean-Yves Peron,2017,0.7,0.6,0.7,0.1,0.68,2.0,2.8,4.0,4.3,labels/VINI-000340.jpg,"['Jacquère', 'Altesse']",Savoie - França,N/D
VINI-000341,Graue Freyheit,Weingut Heinrich,2019,0.65,0.55,0.7,0.1,0.65,2.5,3.0,3.8,4.0,labels/VINI-000341.jpg,['Pinot Gris'],Burgenland - Áustria,N/D
VINI-000342,Vitovska,Cotar,2016,0.8,0.75,0.7,0.1,0.7,1.8,3.2,4.6,4.0,labels/VINI-000342.jpg,['Vitovska'],Carso - Eslovênia,N/D
VINI-000343,Ageno,La Stoppa,2017,0.8,0.7,0.65,0.1,0.72,1.7,3.0,4.5,4.2,labels/VINI-000343.jpg,"['Malvasia di Candia Aromatica', 'Ortrugo', 'Trebbiano']",Emilia-Romagna - Itália,N/D
VINI-000344,Arboreus Grechetto,Paolo Bea,2015,0.85,0.75,0.75,0.1,0.77,1.5,3.5,4.7,4.5,labels/VINI-000344.jpg,['Grechetto'],Umbria - Itália,N/D
VINI-000345,Gaia Fiano,Cantina Giardino,2016,0.75,0.65,0.8,0.1,0.7,2.0,3.0,4.3,4.1,labels/VINI-000345.jpg,['Fiano'],Campania - Itália,N/D
VINI-000346,Le Miracle Maury,Domaine des Enfants,NV,0.9,0.8,0.5,0.9,0.95,1.0,4.0,5.0,3.5,labels/VINI-000346.jpg,['Grenache Noir'],Roussillon - França,N/D
VINI-000347,Maury Vintage Rouge,Mas Amiel,2016,0.95,0.85,0.55,0.9,0.98,1.0,4.2,5.0,3.8,labels/VINI-000347.jpg,['Grenache Noir'],Roussillon - França,N/D
VINI-000348,La Bota de Palo Cortado No. 104 Flor Power,Equipo Navazos,NV,0.8,0.3,0.6,0.1,0.9,1.8,4.8,4.5,3.0,labels/VINI-000348.jpg,['Palomino Fino'],Jerez - Espanha,N/D
VINI-000349,Sercial 10 Year Old,Barbeito,NV,0.75,0.2,0.9,0.2,0.92,1.5,4.7,4.2,3.2,labels/VINI-000349.jpg,['Sercial'],Madeira - Portugal,N/D
VINI-000350,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,2021,0.7,0.65,0.5,0.05,0.75,1.8,4.0,4.2,3.8,labels/VINI-000350.jpg,['Cabernet Sauvignon'],Valle Central - Chile,N/D
VINI-000351,120 Cabernet Sauvignon,Santa Rita,2021,0.68,0.6,0.52,0.05,0.73,1.9,3.9,4.0,3.7,labels/VINI-000351.jpg,['Cabernet Sauvignon'],Valle Central - Chile,N/D
VINI-000352,Alpha Carménère,Montes,2020,0.78,0.72,0.55,0.08,0.8,1.7,4.5,4.6,4.3,labels/VINI-000352.jpg,['Carménère'],Valle de Colchagua - Chile,N/D
VINI-000353,Casa Carménère,Lapostolle,2021,0.75,0.7,0.53,0.07,0.78,1.8,4.3,4.4,4.1,labels/VINI-000353.jpg,['Carménère'],Valle de Colchagua - Chile,N/D
VINI-000354,Estate Series Carménère,Errazuriz,2021,0.73,0.68,0.54,0.06,0.77,1.9,4.2,4.3,4.0,labels/VINI-000354.jpg,['Carménère'],Valle de Aconcagua - Chile,N/D
VINI-000355,Antiguas Reservas Cabernet Sauvignon,Cousiño Macul,2020,0.78,0.75,0.58,0.05,0.79,1.6,4.6,4.7,4.2,labels/VINI-000355.jpg,['Cabernet Sauvignon'],Valle del Maipo - Chile,N/D
VINI-000356,Reserva Carménère,Veramonte,2021,0.72,0.67,0.53,0.06,0.76,2.0,4.1,4.2,3.9,labels/VINI-000356.jpg,['Carménère'],Valle de Colchagua - Chile,N/D
VINI-000357,Aliwen Reserva Cabernet Sauvignon,Undurraga,2021,0.7,0.65,0.5,0.05,0.74,1.9,3.9,4.1,3.7,labels/VINI-000357.jpg,['Cabernet Sauvignon'],Valle Central - Chile,N/D
VINI-000358,Reserva Cabernet Sauvignon,Santa Carolina,2021,0.69,0.63,0.51,0.05,0.74,2.0,3.8,4.0,3.6,labels/VINI-000358.jpg,['Cabernet Sauvignon'],Valle Central - Chile,N/D
VINI-000359,Gran Reserva Carménère,Terranoble,2020,0.77,0.7,0.56,0.07,0.79,1.7,4.4,4.5,4.2,labels/VINI-000359.jpg,['Carménère'],Valle de Colchagua - Chile,N/D
VINI-000360,Malbec,Catena Zapata,2021,0.85,0.7,0.55,0.08,0.85,1.5,4.8,4.9,4.5,labels/VINI-000360.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000361,Malbec,Alamos (Catena),2021,0.75,0.6,0.5,0.07,0.8,2.0,4.3,4.5,4.0,labels/VINI-000361.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000362,Malbec,Luigi Bosca,2021,0.8,0.65,0.52,0.06,0.83,1.7,4.6,4.7,4.3,labels/VINI-000362.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000363,Pure Malbec,Trapiche,2022,0.7,0.55,0.55,0.05,0.78,2.2,4.0,4.1,3.8,labels/VINI-000363.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000364,Lo Tengo Malbec,Bodega Norton,2022,0.65,0.5,0.53,0.05,0.75,2.5,3.8,3.9,3.5,labels/VINI-000364.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000365,Trumpeter Malbec,Rutini Wines,2021,0.78,0.63,0.54,0.07,0.82,1.8,4.5,4.6,4.2,labels/VINI-000365.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000366,Killka Malbec,Salentein,2021,0.77,0.62,0.53,0.06,0.81,1.9,4.4,4.5,4.1,labels/VINI-000366.jpg,['Malbec'],"Valle de Uco, Mendoza - Argentina",N/D
VINI-000367,Malbec,Santa Julia (Zuccardi),2022,0.7,0.58,0.51,0.05,0.76,2.1,4.0,4.1,3.7,labels/VINI-000367.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000368,Estate Malbec,Doña Paula,2021,0.79,0.64,0.54,0.07,0.82,1.8,4.6,4.7,4.3,labels/VINI-000368.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000369,Malbec Reserva,Pascual Toso,2021,0.76,0.61,0.52,0.06,0.8,1.9,4.3,4.4,4.0,labels/VINI-000369.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000370,Sauvignon Blanc,Cloudy Bay,2022,0.45,0.05,0.85,0.1,0.65,3.0,4.5,2.0,3.5,labels/VINI-000370.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000371,Sancerre,Domaine Vacheron,2021,0.4,0.08,0.9,0.05,0.6,4.0,5.0,2.5,3.0,labels/VINI-000371.jpg,['Sauvignon Blanc'],Loire - França,N/D
VINI-000372,Pouilly-Fumé Silex,Didier Dagueneau,2020,0.6,0.1,0.95,0.05,0.7,2.5,4.8,4.5,4.8,labels/VINI-000372.jpg,['Sauvignon Blanc'],Loire - França,N/D
VINI-000373,Vouvray Sec Le Haut-Lieu,Domaine Huet,2021,0.55,0.08,0.9,0.05,0.65,4.0,5.0,3.5,3.0,labels/VINI-000373.jpg,['Chenin Blanc'],Loire - França,N/D
VINI-000374,Old Vine Chenin Blanc,Ken Forrester,2022,0.65,0.12,0.8,0.1,0.7,2.0,4.0,4.5,4.0,labels/VINI-000374.jpg,['Chenin Blanc'],Stellenbosch - África do Sul,N/D
VINI-000375,Muros Antigos Escolha Alvarinho,Anselmo Mendes,2022,0.5,0.07,0.88,0.08,0.65,4.0,4.5,2.5,3.0,labels/VINI-000375.jpg,['Alvarinho'],Vinho Verde - Portugal,N/D
VINI-000376,Albariño,Mar de Frades,2022,0.5,0.06,0.85,0.08,0.65,3.5,4.0,2.8,3.2,labels/VINI-000376.jpg,['Albariño'],Rías Baixas - Espanha,N/D
VINI-000377,Terrers Brut Nature Gran Reserva,Recaredo,NV,0.6,0.1,0.95,0.02,0.68,2.5,5.0,4.5,4.8,labels/VINI-000377.jpg,"['Xarel·lo', 'Macabeo', 'Parellada']",Penedès - Espanha,N/D
